channel_title,category_id,category_name,publish_day,publish_month,publish_season,publish_hour_category,title_sentiment_label,description_sentiment_label,tags_sentiment_label,len_title,desc_len,No_tags,has_tags,is_weekend_publish_day,publish_hour,title_sentiment,description_sentiment,tags_sentiment,channel_avg_views,channel_median_views,channel_video_count,channel_historical_avg,views,views_log,views_category
OTV,25,News & Politics,Friday,May,Spring,Morning,Negative,Positive,Positive,32,682,10,1,0,11,-0.25,0.3322727272727272,0.16666666666666666,112444.8,107275.0,25,98005.33333333333,108149,11.591274431381205,Low
Ajendra Creations,24,Entertainment,Friday,May,Spring,Morning,Neutral,Positive,Neutral,48,2320,5,1,0,11,0.0,0.17777365491651206,0.06818181818181818,511207.7341772152,234954.0,79,569100.7142857143,209929,12.254529420798368,Medium
Vijay Television,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,18,432,37,1,0,12,0.0,0.0,0.0,529033.5887445888,454944.0,231,451611.6818181818,1327822,14.099051317003001,High
Vijay Television,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,18,432,37,1,0,12,0.0,0.0,0.0,529033.5887445888,454944.0,231,456562.02259887004,470227,13.060972962443158,Medium
Vijay Television,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,18,432,37,1,0,12,0.0,0.0,0.0,529033.5887445888,454944.0,231,456638.7921348315,1327822,14.099051317003001,High
Vijay Television,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,18,432,37,1,0,12,0.0,0.0,0.0,529033.5887445888,454944.0,231,461505.7374301676,470227,13.060972962443158,Medium
Khajur Bhai Ni Moj,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,38,148,10,1,0,12,0.0,0.0,0.0,426016.2638888889,371655.5,72,225145.42307692306,490570,13.103325297767089,Medium
Khajur Bhai Ni Moj,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,38,148,10,1,0,12,0.0,0.0,0.0,426016.2638888889,371655.5,72,234975.96296296295,269428,12.504060183787042,Medium
Khajur Bhai Ni Moj,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,38,148,10,1,0,12,0.0,0.0,0.0,426016.2638888889,371655.5,72,236206.39285714287,490570,13.103325297767089,Medium
Khajur Bhai Ni Moj,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,38,148,10,1,0,12,0.0,0.0,0.0,426016.2638888889,371655.5,72,244977.55172413794,269428,12.504060183787042,Medium
Zakir Khan,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,66,1081,1,1,0,12,0.0,0.0,0.0,1236195.574468085,1197056.0,47,1620809.8,639878,13.369034374961288,High
Zakir Khan,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,66,1203,1,1,0,12,0.0,0.0,0.0,1236195.574468085,1197056.0,47,1583081.6538461538,1614141,14.294314104115484,High
Zakir Khan,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,66,1081,1,1,0,12,0.0,0.0,0.0,1236195.574468085,1197056.0,47,1584232.0,639878,13.369034374961288,High
Zakir Khan,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,66,1081,1,1,0,12,0.0,0.0,0.0,1236195.574468085,1197056.0,47,1550505.0714285714,1303492,14.080558142184005,High
Zakir Khan,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,66,1081,1,1,0,12,0.0,0.0,0.0,1236195.574468085,1197056.0,47,1541987.3793103448,1303492,14.080558142184005,High
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9974784.28108108,1537614,14.24574307261364,High
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9929423.150537634,1087004,13.898936765908775,High
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9882137.486631015,399342,12.897575975708124,Medium
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9831697.085106382,1087004,13.898936765908775,High
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9785428.867724868,1537614,14.24574307261364,High
T-Series,10,Music,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,64,1067,10,1,0,12,0.0,-0.04999999999999999,0.3181818181818182,9613610.438914027,8911728.0,221,9742019.315789474,399342,12.897575975708124,Medium
PINKVILLA,26,Howto & Style,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,77,1127,17,1,0,12,0.0,0.08555194805194806,0.22454545454545452,646707.25,407223.5,4,1213714.0,94965,11.461274211786229,Low
Yuvan Shankar Raja,1,Film & Animation,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,92,1139,24,1,0,12,0.0,0.0,-0.07142857142857142,632096.0,485425.0,43,716201.6315789474,287679,12.569604030265392,Medium
Yuvan Shankar Raja,1,Film & Animation,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,92,1139,24,1,0,12,0.0,0.0,-0.07142857142857142,632096.0,485425.0,43,694775.5,554324,13.225506436321197,Medium
Yuvan Shankar Raja,1,Film & Animation,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,92,1139,24,1,0,12,0.0,0.0,-0.07142857142857142,632096.0,485425.0,43,688087.3333333334,554324,13.225506436321197,Medium
Yuvan Shankar Raja,1,Film & Animation,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,92,1139,24,1,0,12,0.0,0.0,-0.07142857142857142,632096.0,485425.0,43,682007.1818181818,287679,12.569604030265392,Medium
ABP Majha,25,News & Politics,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,56,262,6,1,0,12,0.0,-0.0375,0.0,340642.9693877551,204122.0,98,320104.54545454547,51583,10.8509668258663,Low
Gemini TV,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,40,861,9,1,0,13,0.0,0.17408008658008658,0.6785714285714286,111842.49333333333,110298.0,75,109967.46666666666,77823,11.262205145885785,Low
Gemini TV,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,40,861,9,1,0,13,0.0,0.17408008658008658,0.6785714285714286,111842.49333333333,110298.0,75,109268.67391304347,77823,11.262205145885785,Low
Gemini TV,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,40,861,9,1,0,13,0.0,0.17408008658008658,0.6785714285714286,111842.49333333333,110298.0,75,108599.6170212766,139021,11.842387472970213,Low
Daily Post Punjabi,25,News & Politics,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,98,492,10,1,0,13,0.0,0.375,0.25,110223.1081081081,98991.0,37,117276.08,36468,10.504217863629703,Low
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,788133.7272727273,4509232,15.321637630497063,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1098225.25,5330172,15.488894253401401,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1423759.6153846155,725260,13.49428686905236,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1373866.7857142857,2880505,14.873476531124112,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1474309.3333333333,2880505,14.873476531124112,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1562196.5625,4509232,15.321637630497063,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1735551.5882352942,5068413,15.438538506116002,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1920710.5555555555,725260,13.49428686905236,High
Mr. Reporter,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,74,2574,12,1,0,13,0.0,0.2925925925925926,-0.045454545454545456,2018323.15,1147498.5,20,1857792.105263158,5068413,15.438538506116002,High
Kangra Boys,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,53,706,13,1,0,13,0.25,0.1166666666666667,-0.20000000000000004,119992.30769230769,105495.0,13,154456.0,67962,11.126718718425458,Low
Kangra Boys,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,53,706,13,1,0,13,0.25,0.1166666666666667,-0.20000000000000004,119992.30769230769,105495.0,13,140040.33333333334,148021,11.905116190347785,Low
Flowers Comedy,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,29,352,23,1,0,14,0.0,0.4225378787878788,0.625,694603.3,630932.0,270,627935.2488038278,1159025,13.96309055520228,High
Flowers Comedy,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,29,352,23,1,0,14,0.0,0.4225378787878788,0.625,694603.3,630932.0,270,630464.2476190476,631025,13.355102345111872,High
Flowers Comedy,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,29,352,23,1,0,14,0.0,0.4225378787878788,0.625,694603.3,630932.0,270,630466.9052132701,631025,13.355102345111872,High
Flowers Comedy,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,29,352,23,1,0,14,0.0,0.4225378787878788,0.625,694603.3,630932.0,270,630469.537735849,1159025,13.96309055520228,High
Abish Mathew,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Negative,Neutral,57,365,15,1,0,14,0.0,-0.46666666666666656,0.0,552346.4390243902,479850.0,41,565506.25,25954,10.16411954826133,Low
etvteluguindia,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,66,366,24,1,0,14,0.35,0.33999999999999997,0.125,445199.58510638296,214832.0,282,484801.35746606335,241012,12.392606152926692,Medium
etvteluguindia,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,66,366,24,1,0,14,0.35,0.33999999999999997,0.125,445199.58510638296,214832.0,282,483703.2072072072,241012,12.392606152926692,Medium
Chennai Memes,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,79,409,36,1,0,14,0.0,0.0,0.026666666666666665,106534.0,106534.0,1,307836.0,106534,11.576228848639467,Low
Emm Pee,29,Nonprofits & Activism,Friday,May,Spring,Afternoon,Positive,Positive,Neutral,87,569,40,1,0,15,0.13636363636363635,0.25,0.0,66508.56923076924,56488.0,65,68171.02222222222,48723,10.79392700081985,Low
Neeraj Arora,27,Education,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,55,504,1,1,0,15,0.0,0.0,0.0,66730.625,65359.5,16,43355.166666666664,98733,11.500184644319393,Low
Neeraj Arora,27,Education,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,55,504,1,1,0,15,0.0,0.0,0.0,66730.625,65359.5,16,51266.28571428572,72539,11.191893412836894,Low
Neeraj Arora,27,Education,Friday,May,Spring,Afternoon,Neutral,Neutral,Neutral,55,504,1,1,0,15,0.0,0.0,0.0,66730.625,65359.5,16,53925.375,72539,11.191893412836894,Low
BeingIndian,23,Comedy,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,45,1855,26,1,0,15,0.0,0.4945833333333334,0.305952380952381,152864.125,77719.5,24,175605.05263157896,34414,10.446247794832464,Low
Vision Time Tamil,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,97,1454,22,1,0,15,0.0,0.37920634920634905,0.47500000000000003,258024.37142857144,250173.0,70,189219.10714285713,283034,12.553325843889924,Medium
Vision Time Tamil,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,97,1454,22,1,0,15,0.0,0.37920634920634905,0.47500000000000003,258024.37142857144,250173.0,70,192454.10344827586,283034,12.553325843889924,Medium
Rajya Sabha TV,25,News & Politics,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,46,1316,32,1,0,16,0.0,0.1159090909090909,0.0,212624.27272727274,148004.0,33,237818.85,38741,10.564679561854522,Low
Rajya Sabha TV,25,News & Politics,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,46,1316,32,1,0,16,0.0,0.1159090909090909,0.0,212624.27272727274,148004.0,33,228338.95238095237,123472,11.72377778766679,Low
tamilcinemareview,1,Film & Animation,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,33,235,9,1,0,16,0.0,0.3,0.5,413955.02222222224,237605.0,45,274505.6,111838,11.624815616082884,Low
Rajeev Masand,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,29,184,16,1,0,16,0.0,0.1621212121212121,0.0,153023.1,136419.0,10,86097.0,98760,11.500458068964758,Low
Rajeev Masand,22,People & Blogs,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,29,184,16,1,0,16,0.0,0.1621212121212121,0.0,153023.1,136419.0,10,90318.0,172649,12.05902170281814,Medium
RadaanMedia,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,37,3102,13,1,0,16,0.0,0.1479646697388633,0.19318181818181818,394000.1234567901,365450.0,243,400515.62841530057,304163,12.625322308608954,Medium
ETV Andhra Pradesh,25,News & Politics,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,36,253,35,1,0,16,0.0,0.5,0.28181818181818175,96732.9219858156,93087.0,141,91816.25619834711,101214,11.525002246195678,Low
VikatanTV,43,Unknown,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,35,379,13,1,0,17,0.0,1.0,0.0,708922.8274647887,645614.0,284,727228.9771689498,514098,13.150171132894846,Medium
VikatanTV,43,Unknown,Friday,May,Spring,Afternoon,Neutral,Positive,Neutral,35,379,13,1,0,17,0.0,1.0,0.0,708922.8274647887,645614.0,284,726260.2,514098,13.150171132894846,Medium
ETV Plus India,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,54,217,33,1,0,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,496746.035,523845,13.16895302697836,Medium
ETV Plus India,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,54,217,33,1,0,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,496880.855721393,523845,13.16895302697836,Medium
ETV Plus India,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,54,217,33,1,0,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,497014.3415841584,105730,11.568653411735378,Low
ETV Plus India,23,Comedy,Friday,May,Spring,Afternoon,Positive,Positive,Negative,54,217,33,1,0,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,495086.83251231525,105730,11.568653411735378,Low
PewDiePie,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,18,1058,7,1,0,17,0.0,0.0,0.3,3884318.811764706,3450826.0,85,3901197.867647059,4014269,15.205366070650252,High
PewDiePie,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,18,1058,7,1,0,17,0.0,0.0,0.3,3884318.811764706,3450826.0,85,3902836.579710145,4014269,15.205366070650252,High
PewDiePie,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,18,1058,7,1,0,17,0.0,0.0,0.3,3884318.811764706,3450826.0,85,3904428.4714285713,2300347,14.648570973801856,High
PewDiePie,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Neutral,Positive,18,1058,7,1,0,17,0.0,0.0,0.3,3884318.811764706,3450826.0,85,3881835.7746478873,2300347,14.648570973801856,High
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,521407.5,285848,12.56321897834771,Medium
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,517414.9661016949,670275,13.415444846841545,High
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,519962.63333333336,670275,13.415444846841545,High
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,522426.7704918033,820906,13.618165105526217,High
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,527240.9516129033,285848,12.56321897834771,Medium
Filmylooks,24,Entertainment,Friday,May,Spring,Afternoon,Positive,Positive,Positive,81,661,16,1,0,17,0.25,0.4,0.4,490406.8947368421,390109.0,76,523409.31746031746,820906,13.618165105526217,High
Saregama TVShows,24,Entertainment,Friday,May,Spring,Afternoon,Neutral,Positive,Positive,70,579,28,1,0,17,0.0,0.2916666666666667,0.5,148513.02747252746,152561.5,182,150616.16666666666,108075,11.590589962326705,Low
mallemalatv,24,Entertainment,Friday,May,Spring,Evening,Positive,Positive,Neutral,90,498,19,1,0,18,0.16666666666666666,0.25,0.05303030303030303,946156.7268907563,792957.0,238,912861.9402173914,1347038,14.113419408202763,High
mallemalatv,24,Entertainment,Friday,May,Spring,Evening,Positive,Positive,Neutral,90,498,19,1,0,18,0.16666666666666666,0.25,0.05303030303030303,946156.7268907563,792957.0,238,915208.8378378379,1347038,14.113419408202763,High
ETV Jabardasth,22,People & Blogs,Friday,May,Spring,Evening,Neutral,Positive,Neutral,78,348,31,1,0,18,0.0,0.5,0.0,1513569.141025641,1624854.0,234,1449596.3602150537,2252152,14.627397205543163,High
ETV Jabardasth,22,People & Blogs,Friday,May,Spring,Evening,Neutral,Positive,Neutral,78,348,31,1,0,18,0.0,0.5,0.0,1513569.141025641,1624854.0,234,1453888.101604278,2252152,14.627397205543163,High
ABP Majha,22,People & Blogs,Friday,May,Spring,Evening,Neutral,Neutral,Neutral,33,33,1,1,0,19,0.0,0.0,0.0,340642.9693877551,204122.0,98,316661.96153846156,71073,11.17147686677548,Low
Subhradipta Garai,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Neutral,109,143,6,1,0,19,0.1,0.5,0.0,202751.4,214795.0,5,307836.0,283821,12.556102560083453,Medium
Subhradipta Garai,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Neutral,109,143,6,1,0,19,0.1,0.5,0.0,202751.4,214795.0,5,283821.0,16525,9.71269017726113,Low
Subhradipta Garai,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Neutral,109,143,6,1,0,19,0.1,0.5,0.0,202751.4,214795.0,5,150173.0,214795,12.277444019469526,Medium
Subhradipta Garai,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Neutral,109,143,6,1,0,19,0.1,0.5,0.0,202751.4,214795.0,5,171713.66666666666,214795,12.277444019469526,Medium
Subhradipta Garai,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Neutral,109,143,6,1,0,19,0.1,0.5,0.0,202751.4,214795.0,5,182484.0,283821,12.556102560083453,Medium
Tamil Talkies,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Positive,58,1279,10,1,0,21,0.0,0.36111111111111116,0.25227272727272726,513548.606741573,347837.0,89,362446.96774193546,200863,12.210383341117259,Medium
Tamil Talkies,24,Entertainment,Friday,May,Spring,Evening,Neutral,Positive,Positive,58,1279,10,1,0,21,0.0,0.36111111111111116,0.25227272727272726,513548.606741573,347837.0,89,359882.14285714284,521331,13.164142353871256,Medium
nigahiga,24,Entertainment,Friday,May,Spring,Evening,Negative,Positive,Positive,42,547,10,1,0,21,-0.5,0.3340909090909091,0.15000000000000002,2912680.3,2587518.5,30,2579105.590909091,5338017,15.490364980990378,High
nigahiga,24,Entertainment,Friday,May,Spring,Evening,Negative,Positive,Positive,42,547,10,1,0,21,-0.5,0.3340909090909091,0.15000000000000002,2912680.3,2587518.5,30,2699058.2608695654,1764525,14.383392657041325,High
nigahiga,24,Entertainment,Friday,May,Spring,Evening,Negative,Positive,Positive,42,547,10,1,0,21,-0.5,0.3340909090909091,0.15000000000000002,2912680.3,2587518.5,30,2660119.375,5338017,15.490364980990378,High
Marques Brownlee,28,Science & Technology,Friday,May,Spring,Evening,Neutral,Positive,Neutral,41,612,11,1,0,22,0.0,0.2857142857142857,0.0,1165566.95,1076180.5,60,1170360.6888888888,455507,13.029168558645374,Medium
Marques Brownlee,28,Science & Technology,Friday,May,Spring,Evening,Neutral,Positive,Neutral,41,612,11,1,0,22,0.0,0.2857142857142857,0.0,1165566.95,1076180.5,60,1154820.391304348,1036745,13.85159751989043,High
And TV,24,Entertainment,Saturday,May,Spring,Night,Neutral,Positive,Positive,87,936,11,1,1,1,0.0,0.20102813852813853,0.175,140243.61904761905,105796.5,126,143911.0956521739,102126,11.533972415813873,Low
zeetv,24,Entertainment,Saturday,May,Spring,Night,Positive,Positive,Positive,72,1995,10,1,1,1,1.0,0.18799603174603174,0.175,519998.1919191919,470863.0,198,509489.4603174603,1071224,13.884313411398939,High
zeetv,24,Entertainment,Saturday,May,Spring,Night,Positive,Positive,Positive,72,1995,10,1,1,1,1.0,0.18799603174603174,0.175,519998.1919191919,470863.0,198,512445.95789473684,1071224,13.884313411398939,High
zeetvtelugu,24,Entertainment,Saturday,May,Spring,Night,Neutral,Positive,Positive,74,1317,10,1,1,2,0.0,0.22125,0.175,175516.72486772487,151340.0,189,172986.7435897436,146367,11.893879277382453,Low
Ditto TV,24,Entertainment,Saturday,May,Spring,Night,Neutral,Positive,Positive,59,905,10,1,1,2,0.0,0.12196969696969696,0.13636363636363635,220049.98260869566,158078.0,115,150215.40579710144,58826,10.982356212167627,Low
Asianet,24,Entertainment,Saturday,May,Spring,Night,Neutral,Neutral,Positive,62,296,27,1,1,2,0.05000000000000002,0.05000000000000002,0.3,204770.56115107914,152801.0,139,190645.46153846153,161282,11.990915864882616,Low
Study IQ education,27,Education,Saturday,May,Spring,Night,Neutral,Neutral,Neutral,87,116,52,1,1,3,0.0,0.0,0.07857142857142858,58063.35211267605,52068.0,213,52677.03448275862,41693,10.638112512542383,Low
Mazhavil Manorama,24,Entertainment,Saturday,May,Spring,Night,Neutral,Positive,Positive,56,2188,8,1,1,5,0.0,0.27880434782608693,0.35,359444.6909090909,273511.0,220,315210.1243243243,281297,12.547169884605536,Medium
Deivamagal Today,22,People & Blogs,Saturday,May,Spring,Night,Neutral,Positive,Neutral,69,193,7,1,1,5,0.0,0.22727272727272727,0.0,103417.5,90186.5,16,111125.75,60754,11.014604662342713,Low
Colors TV,24,Entertainment,Saturday,May,Spring,Night,Neutral,Positive,Positive,55,452,13,1,1,5,0.0,0.4517857142857143,0.13333333333333333,298880.03225806454,184003.0,186,276654.76510067115,242270,12.397812213302387,Medium
Half Engineer,23,Comedy,Saturday,May,Spring,Night,Positive,Neutral,Positive,38,185,9,1,1,5,0.4444444444444444,0.0,0.1571969696969697,644653.2173913043,632326.0,23,663667.8461538461,632326,13.357161944384439,High
Half Engineer,23,Comedy,Saturday,May,Spring,Night,Positive,Neutral,Positive,38,185,9,1,1,5,0.4444444444444444,0.0,0.1571969696969697,644653.2173913043,632326.0,23,661429.1428571428,632326,13.357161944384439,High
SidTalk,27,Education,Saturday,May,Spring,Night,Neutral,Positive,Neutral,93,1056,20,1,1,5,0.0,0.10333333333333332,0.0,391043.375,309885.0,24,414619.63157894736,362810,12.801637316498876,Medium
Technical Guruji,28,Science & Technology,Saturday,May,Spring,Night,Positive,Neutral,Neutral,71,1013,34,1,1,5,0.5,0.08727272727272727,0.06818181818181818,575837.0465116279,422925.0,215,404125.0059171598,203269,12.222290423553007,Medium
Tarang TV,24,Entertainment,Saturday,May,Spring,Morning,Positive,Positive,Neutral,61,694,15,1,1,6,0.35,0.30808080808080807,0.0,107632.26178010472,90350.0,191,105365.61111111111,87291,11.37701409959889,Low
SET India,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Positive,52,869,26,1,1,6,0.0,0.2625,0.3611111111111111,1013680.2352941176,682292.5,238,1044736.4331550802,1184562,13.984884488165333,High
SET India,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Positive,52,869,26,1,1,6,0.0,0.2625,0.3611111111111111,1013680.2352941176,682292.5,238,1045480.1861702128,1184562,13.984884488165333,High
SET India,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Positive,52,869,26,1,1,6,0.0,0.2625,0.3611111111111111,1013680.2352941176,682292.5,238,1046216.0687830688,835198,13.635425298791787,High
SET India,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Positive,52,869,26,1,1,6,0.0,0.2625,0.3611111111111111,1013680.2352941176,682292.5,238,1045105.447368421,835198,13.635425298791787,High
RGV,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Neutral,95,1055,23,1,1,6,0.0,0.25,0.0,789737.5,738285.5,26,1036462.2941176471,644106,13.375620140353586,High
RGV,24,Entertainment,Saturday,May,Spring,Morning,Neutral,Positive,Neutral,95,1055,23,1,1,6,0.0,0.25,0.0,789737.5,738285.5,26,1014664.7222222222,644106,13.375620140353586,High
TV9 Telugu,25,News & Politics,Saturday,May,Spring,Morning,Neutral,Positive,Positive,65,381,9,1,1,7,0.0,0.13636363636363635,0.13636363636363635,433697.53529411764,275990.5,170,456033.8410596026,202230,12.217165887368127,Medium
T-Series Apna Punjab,10,Music,Saturday,May,Spring,Morning,Positive,Positive,Positive,96,621,16,1,1,7,0.35,0.47852272727272727,0.3018181818181818,1787174.4134078212,1520084.0,179,1684385.4647887324,140942,11.856110832307946,Low
Tv Actor's Real,24,Entertainment,Saturday,May,Spring,Morning,Positive,Positive,Neutral,63,82,1,1,1,8,0.25,0.25,0.0,1122068.7857142857,1240301.5,14,1328041.2857142857,1180215,13.981208030537543,High
Tv Actor's Real,24,Entertainment,Saturday,May,Spring,Morning,Positive,Positive,Neutral,63,82,1,1,1,8,0.25,0.25,0.0,1122068.7857142857,1240301.5,14,1309563.0,1399853,14.151878503433068,High
Tv Actor's Real,24,Entertainment,Saturday,May,Spring,Morning,Positive,Positive,Neutral,63,82,1,1,1,8,0.25,0.25,0.0,1122068.7857142857,1240301.5,14,1319595.2222222222,1399853,14.151878503433068,High
Tv Actor's Real,24,Entertainment,Saturday,May,Spring,Morning,Positive,Positive,Neutral,63,82,1,1,1,8,0.25,0.25,0.0,1122068.7857142857,1240301.5,14,1327621.0,1180215,13.981208030537543,High
